PerformanceID,PlayerID,ClubID,LeagueID,SeasonID,Goals,MarketValueEUR,GoalToMarketValueRatio
4047,9,31,3,4,1,82455000,0.0121
4048,1808,50,5,4,5,54686000,0.0914
4049,539,56,5,3,4,58385000,0.0685
4050,49,21,2,3,0,22022000,0.0000
4051,1577,62,6,4,6,110304000,0.0544
4052,666,20,2,4,0,20138000,0.0000
4053,1478,84,7,3,3,56267000,0.0533
4054,272,87,8,3,2,6075000,0.3292
4055,1522,46,4,2,9,78910000,0.1141
4056,261,21,2,3,8,73377000,0.1090
4057,270,95,8,2,0,7849000,0.0000
4058,1395,55,5,5,1,11756000,0.0851
4059,96,79,7,4,14,17549000,0.7978
4060,1791,29,3,3,2,35379000,0.0565
4061,225,53,5,5,0,17985000,0.0000
4062,887,76,7,5,0,11623000,0.0000
4063,1581,16,2,3,10,105016000,0.0952
4064,723,95,8,4,9,33857000,0.2658
4065,1023,85,8,1,1,20126000,0.0497
4066,1110,60,5,1,1,28667000,0.0349
4067,819,95,8,2,5,20472000,0.2442
4068,470,81,7,1,1,51518000,0.0194
4069,1146,10,1,3,5,23427000,0.2134
4070,689,52,5,5,0,36815000,0.0000
4071,1010,34,3,3,0,6815000,0.0000
4072,1097,27,3,2,3,35433000,0.0847
4073,259,30,3,2,5,20908000,0.2391
4074,360,57,5,4,4,110600000,0.0362
4075,648,49,5,3,5,23485000,0.2129
4076,1089,26,3,1,0,19291000,0.0000
4077,493,37,4,5,0,18991000,0.0000
4078,836,84,7,5,4,8220000,0.4866
4079,843,63,6,3,5,10375000,0.4819
4080,1212,13,2,4,0,80411000,0.0000
4081,1504,8,1,4,0,82982000,0.0000
4082,897,80,7,3,0,27431000,0.0000
4083,218,70,6,3,6,9069000,0.6616
4084,1784,52,5,2,0,21159000,0.0000
4085,263,30,3,3,0,16849000,0.0000
4086,735,45,4,5,2,56819000,0.0352
4087,1820,80,7,2,3,20924000,0.1434
4088,107,55,5,4,5,26767000,0.1868
4089,767,66,6,4,0,4659000,0.0000
4090,91,39,4,1,8,72003000,0.1111
4091,1134,63,6,3,3,58291000,0.0515
4092,561,8,1,5,0,12084000,0.0000
4093,704,20,2,3,1,63967000,0.0156
4094,1573,84,7,1,6,34781000,0.1725
4095,735,83,7,1,2,10561000,0.1894
4096,1640,8,1,4,8,18560000,0.4310
4097,1293,70,6,2,6,17045000,0.3520
4098,1038,39,4,1,0,33511000,0.0000
4099,495,48,4,5,0,37967000,0.0000
4100,121,36,3,1,0,96646000,0.0000
4101,1664,91,8,1,1,10180000,0.0982
4102,503,90,8,5,17,12835000,1.3245
4103,319,50,5,3,0,13921000,0.0000
4104,800,71,6,3,1,26279000,0.0381
4105,1113,48,4,1,5,88986000,0.0562
4106,1561,79,7,3,3,15257000,0.1966
4107,22,8,1,3,11,53566000,0.2054
4108,364,75,7,2,0,30105000,0.0000
4109,358,83,7,3,1,24952000,0.0401
4110,1479,68,6,1,1,9027000,0.1108
4111,36,67,6,4,1,43097000,0.0232
4112,424,62,6,1,8,63519000,0.1259
4113,1757,10,1,5,6,19755000,0.3037
4114,229,90,8,4,7,21414000,0.3269
4115,901,65,6,2,1,9868000,0.1013
4116,80,15,2,2,5,51684000,0.0967
4117,89,55,5,4,4,48873000,0.0818
4118,459,66,6,5,3,25333000,0.1184
4119,1957,81,7,3,0,15045000,0.0000
4120,246,45,4,5,2,14690000,0.1361
4121,1262,55,5,4,3,62510000,0.0480
4122,1922,28,3,3,3,48298000,0.0621
4123,848,31,3,1,2,28643000,0.0698
4124,1139,35,3,5,8,57765000,0.1385
4125,1921,90,8,2,0,5766000,0.0000
4126,821,62,6,3,1,22887000,0.0437
4127,766,13,2,2,3,28270000,0.1061
4128,969,63,6,2,5,21912000,0.2282
4129,429,41,4,5,2,55914000,0.0358
4130,1931,39,4,4,3,74503000,0.0403
4131,370,61,6,3,6,14544000,0.4125
4132,660,25,3,2,0,14716000,0.0000
4133,718,49,5,3,0,23474000,0.0000
4134,1184,27,3,4,2,32359000,0.0618
4135,905,94,8,1,1,19255000,0.0519
4136,1820,23,2,5,4,37610000,0.1064
4137,157,59,5,5,7,104106000,0.0672
4138,555,32,3,5,0,23372000,0.0000
4139,190,14,2,4,14,122611000,0.1142
4140,222,44,4,2,9,52128000,0.1727
4141,630,42,4,2,7,25949000,0.2698
4142,585,49,5,5,1,9552000,0.1047
4143,1085,49,5,3,3,14645000,0.2048
4144,1558,73,7,2,2,13888000,0.1440
4145,764,19,2,2,5,23729000,0.2107
4146,387,19,2,3,9,47095000,0.1911
4147,875,57,5,4,3,39628000,0.0757
4148,1676,78,7,1,8,29067000,0.2752
4149,1676,61,6,5,5,20634000,0.2423
4150,1353,26,3,3,2,35987000,0.0556
4151,1657,84,7,3,7,124319000,0.0563
4152,1672,1,1,2,0,18976000,0.0000
4153,488,4,1,1,0,17795000,0.0000
4154,278,8,1,5,3,80965000,0.0371
4155,758,10,1,3,0,19179000,0.0000
4156,147,58,5,2,0,21694000,0.0000
4157,1670,88,8,5,5,11736000,0.4260
4158,1656,9,1,4,12,124279000,0.0966
4159,347,29,3,2,8,23422000,0.3416
4160,1117,64,6,3,1,26623000,0.0376
4161,1889,65,6,4,12,44253000,0.2712
4162,774,54,5,2,7,27444000,0.2551
4163,950,50,5,3,3,64777000,0.0463
4164,336,36,3,4,3,62752000,0.0478
4165,1972,19,2,3,0,12541000,0.0000
4166,1327,68,6,4,10,43997000,0.2273
4167,603,58,5,5,3,25564000,0.1174
4168,1278,15,2,1,6,51156000,0.1173
4169,997,77,7,5,7,39269000,0.1783
4170,478,24,2,2,8,113174000,0.0707
4171,757,15,2,3,2,19428000,0.1029
4172,262,5,1,2,2,67889000,0.0295
4173,61,25,3,4,3,123464000,0.0243
4174,1457,79,7,1,6,13856000,0.4330
4175,304,41,4,2,5,27298000,0.1832
4176,1780,75,7,3,6,24198000,0.2480
4177,1623,49,5,4,12,53842000,0.2229
4178,421,55,5,3,4,25975000,0.1540
4179,1946,19,2,1,0,27274000,0.0000
4180,1320,89,8,2,0,27187000,0.0000
4181,1801,49,5,1,6,23370000,0.2567
4182,936,73,7,5,1,15454000,0.0647
4183,925,23,2,2,9,68835000,0.1307
4184,1358,82,7,4,0,15577000,0.0000
4185,1545,89,8,1,7,10102000,0.6929
4186,974,13,2,3,0,63100000,0.0000
4187,5,59,5,1,2,33072000,0.0605
4188,1599,86,8,2,3,8778000,0.3418
4189,1908,32,3,2,5,51128000,0.0978
4190,1433,5,1,4,2,46685000,0.0428
4191,1177,74,7,2,5,34288000,0.1458
4192,364,75,7,4,1,13091000,0.0764
4193,405,10,1,1,1,14078000,0.0710
4194,1906,16,2,2,0,45712000,0.0000
4195,1308,84,7,4,2,10980000,0.1821
4196,87,15,2,4,0,31849000,0.0000
4197,1712,40,4,4,9,44524000,0.2021
4198,828,28,3,1,2,20492000,0.0976
4199,363,10,1,1,0,41934000,0.0000
4200,1408,94,8,5,4,10627000,0.3764
4201,1101,51,5,4,9,111535000,0.0807
4202,604,54,5,3,3,17388000,0.1725
4203,978,39,4,3,8,27217000,0.2939
4204,682,66,6,3,1,42569000,0.0235
4205,1651,48,4,4,0,2747000,0.0000
4206,754,31,3,5,6,27443000,0.2186
4207,75,68,6,3,6,23862000,0.2514
4208,157,59,5,4,7,27137000,0.2580
4209,1434,26,3,4,6,63954000,0.0938
4210,443,43,4,4,3,67780000,0.0443
4211,27,81,7,4,0,27133000,0.0000
4212,599,9,1,4,5,30761000,0.1625
4213,1584,43,4,2,0,19209000,0.0000
4214,205,39,4,1,0,36234000,0.0000
4215,1191,96,8,3,2,21033000,0.0951
4216,345,32,3,4,0,24675000,0.0000
4217,1100,74,7,2,1,35340000,0.0283
4218,1612,67,6,2,3,32624000,0.0920
4219,951,21,2,4,4,30697000,0.1303
4220,809,30,3,5,9,47585000,0.1891
4221,760,95,8,3,1,11919000,0.0839
4222,814,59,5,5,2,55247000,0.0362
4223,1753,41,4,3,7,46540000,0.1504
4224,303,3,1,2,0,71195000,0.0000
4225,313,36,3,3,3,29956000,0.1001
4226,598,63,6,4,1,28979000,0.0345
4227,1692,84,7,3,6,50381000,0.1191
4228,184,40,4,3,3,29648000,0.1012
4229,1251,26,3,4,0,19456000,0.0000
4230,417,78,7,4,1,57310000,0.0174
4231,1359,54,5,1,0,28112000,0.0000
4232,1966,48,4,2,11,55094000,0.1997
4233,167,2,1,3,6,26685000,0.2248
4234,1768,7,1,1,1,72026000,0.0139
4235,698,27,3,4,0,16355000,0.0000
4236,152,38,4,4,0,42985000,0.0000
4237,1410,77,7,4,3,20634000,0.1454
4238,1025,30,3,3,3,17290000,0.1735
4239,238,89,8,4,6,2903000,2.0668
4240,1053,80,7,3,1,6651000,0.1504
4241,485,42,4,4,0,56082000,0.0000
4242,1339,40,4,1,0,9114000,0.0000
4243,1408,94,8,3,5,25662000,0.1948
4244,1823,80,7,4,1,23086000,0.0433
4245,682,66,6,4,0,12938000,0.0000
4246,1100,74,7,4,2,8599000,0.2326
4247,1761,91,8,2,3,27783000,0.1080
4248,314,65,6,2,9,57019000,0.1578
4249,657,69,6,2,0,4648000,0.0000
4250,531,12,1,1,0,37303000,0.0000
4251,755,40,4,3,4,22183000,0.1803
4252,109,59,5,4,3,12647000,0.2372
4253,1615,91,8,4,7,24725000,0.2831
4254,934,67,6,2,1,44048000,0.0227
4255,1122,3,1,2,6,53640000,0.1119
4256,1639,95,8,4,4,26786000,0.1493
4257,450,85,8,2,0,13248000,0.0000
4258,212,47,4,1,6,18030000,0.3328
4259,1298,18,2,3,7,39935000,0.1753
4260,524,25,3,2,3,23170000,0.1295
4261,678,96,8,4,11,27278000,0.4033
4262,562,1,1,3,4,59073000,0.0677
4263,1281,18,2,4,1,34150000,0.0293
4264,1230,18,2,2,1,36639000,0.0273
4265,1647,4,1,1,2,27475000,0.0728
4266,713,51,5,3,4,35207000,0.1136
4267,201,63,6,4,3,5451000,0.5504
4268,1381,15,2,3,3,26848000,0.1117
4269,1393,86,8,5,1,20167000,0.0496
4270,765,12,1,3,7,132231000,0.0529
4271,1234,40,4,4,2,58142000,0.0344
4272,1755,76,7,3,0,14033000,0.0000
4273,763,89,8,2,0,4253000,0.0000
4274,1260,58,5,5,12,33471000,0.3585
4275,1835,16,2,3,4,160838000,0.0249
4276,632,57,5,4,1,12576000,0.0795
4277,1381,57,5,2,2,22103000,0.0905
4278,1665,25,3,2,0,22320000,0.0000
4279,1994,62,6,4,3,8399000,0.3572
4280,755,40,4,2,6,55195000,0.1087
4281,351,8,1,3,3,21518000,0.1394
4282,1768,7,1,2,1,55483000,0.0180
4283,339,70,6,1,3,31101000,0.0965
4284,4,89,8,4,0,7050000,0.0000
4285,1836,15,2,4,8,70963000,0.1127
4286,1306,31,3,1,5,19739000,0.2533
4287,359,60,5,2,0,10737000,0.0000
4288,1410,77,7,5,1,28607000,0.0350
4289,174,82,7,1,1,19779000,0.0506
4290,1693,2,1,2,4,19299000,0.2073
4291,202,26,3,1,3,65848000,0.0456
4292,520,21,2,1,0,98441000,0.0000
4293,1013,64,6,1,9,17515000,0.5138
4294,1977,35,3,2,0,42860000,0.0000
4295,458,77,7,3,0,24152000,0.0000
4296,99,85,8,5,6,65921000,0.0910
4297,1153,79,7,5,0,24946000,0.0000
4298,110,61,6,3,4,14840000,0.2695
4299,188,35,3,4,12,101990000,0.1177
4300,339,70,6,5,3,17002000,0.1764
4301,1200,13,2,5,1,39539000,0.0253
4302,1468,74,7,3,3,34772000,0.0863
4303,103,40,4,1,9,59454000,0.1514
4304,1933,96,8,4,5,9679000,0.5166
4305,90,71,6,5,0,6046000,0.0000
4306,298,75,7,4,1,38352000,0.0261
4307,1423,6,1,3,6,27056000,0.2218
4308,1840,24,2,1,1,57684000,0.0173
4309,1625,1,1,2,3,48630000,0.0617
4310,1938,1,1,3,7,101002000,0.0693
4311,1137,23,2,5,5,32391000,0.1544
4312,1083,14,2,5,2,40641000,0.0492
4313,522,1,1,2,3,22791000,0.1316
4314,231,52,5,1,0,15700000,0.0000
4315,847,35,3,3,2,35637000,0.0561
4316,330,7,1,4,6,180000000,0.0333
4317,588,73,7,5,4,39367000,0.1016
4318,1560,39,4,1,5,52293000,0.0956
4319,625,3,1,4,7,50001000,0.1400
4320,269,59,5,4,6,32135000,0.1867
4321,1189,55,5,2,3,41582000,0.0721
4322,286,40,4,2,1,43037000,0.0232
4323,634,82,7,1,15,17480000,0.8581
4324,1529,17,2,2,5,151549000,0.0330
4325,520,21,2,5,2,89318000,0.0224
4326,779,50,5,4,6,35704000,0.1680
4327,1900,91,8,4,0,4880000,0.0000
4328,633,43,4,2,0,24650000,0.0000
4329,1826,65,6,4,0,37536000,0.0000
4330,104,92,8,2,6,8239000,0.7282
4331,1344,70,6,2,1,30322000,0.0330
4332,1040,82,7,3,1,10964000,0.0912
4333,1008,85,8,3,1,10288000,0.0972
4334,583,85,8,2,6,28644000,0.2095
4335,1568,26,3,2,1,23989000,0.0417
4336,1248,80,7,3,4,25993000,0.1539
4337,1424,43,4,3,0,51321000,0.0000
4338,274,42,4,4,0,9502000,0.0000
4339,13,55,5,2,5,27504000,0.1818
4340,1766,6,1,1,0,28470000,0.0000
4341,1909,11,1,2,0,29982000,0.0000
4342,1291,38,4,2,11,70091000,0.1569
4343,1258,76,7,5,11,110864000,0.0992
4344,1003,62,6,2,2,17866000,0.1119
4345,756,63,6,4,4,32939000,0.1214
4346,318,73,7,3,1,30666000,0.0326
4347,887,29,3,3,0,37523000,0.0000
4348,1773,94,8,3,3,22536000,0.1331
4349,665,86,8,3,0,5266000,0.0000
4350,773,11,1,1,0,2854000,0.0000
4351,562,1,1,2,1,26902000,0.0372
4352,1846,39,4,3,0,95964000,0.0000
4353,1882,14,2,4,3,69657000,0.0431
4354,1056,29,3,4,4,20173000,0.1983
4355,590,64,6,1,2,11338000,0.1764
4356,172,36,3,3,5,63361000,0.0789
4357,136,4,1,2,6,180000000,0.0333
4358,707,29,3,4,10,42316000,0.2363
4359,431,79,7,4,8,59601000,0.1342
4360,54,68,6,3,5,41915000,0.1193
4361,488,4,1,5,0,18107000,0.0000
4362,1098,46,4,5,7,102546000,0.0683
4363,196,14,2,1,5,43314000,0.1154
4364,665,86,8,2,0,10773000,0.0000
4365,1016,54,5,3,0,38875000,0.0000
4366,786,64,6,3,2,11313000,0.1768
4367,1536,66,6,1,0,10486000,0.0000
4368,528,79,7,3,8,13229000,0.6047
4369,958,34,3,2,0,12555000,0.0000
4370,124,45,4,3,2,57363000,0.0349
4371,969,45,4,3,2,31951000,0.0626
4372,230,77,7,3,16,32980000,0.4851
4373,572,54,5,4,5,54216000,0.0922
4374,1420,79,7,4,9,41762000,0.2155
4375,1591,62,6,1,10,24346000,0.4107
4376,1845,93,8,2,9,53256000,0.1690
4377,1894,49,5,2,7,103605000,0.0676
4378,1038,95,8,2,1,9684000,0.1033
4379,64,46,4,3,3,18297000,0.1640
4380,1925,71,6,4,0,18135000,0.0000
4381,525,60,5,4,13,60993000,0.2131
4382,610,30,3,3,1,18534000,0.0540
4383,1723,44,4,5,6,33748000,0.1778
4384,1326,27,3,4,0,35853000,0.0000
4385,90,71,6,3,0,9442000,0.0000
4386,684,88,8,4,0,15571000,0.0000
4387,560,92,8,2,2,8777000,0.2279
4388,1299,56,5,2,8,123858000,0.0646
4389,1444,31,3,3,12,34510000,0.3477
4390,652,40,4,3,5,42960000,0.1164
4391,42,9,1,1,2,26106000,0.0766
4392,968,72,6,3,6,17470000,0.3434
4393,438,69,6,4,9,29883000,0.3012
4394,1093,36,3,2,2,38229000,0.0523
4395,1281,23,2,1,2,5272000,0.3794
4396,1140,88,8,3,0,8581000,0.0000
4397,387,19,2,4,6,20697000,0.2899
4398,955,41,4,3,3,35663000,0.0841
4399,587,46,4,2,7,17088000,0.4096
4400,386,50,5,2,2,54506000,0.0367
4401,668,38,4,5,1,15772000,0.0634
4402,166,19,2,1,1,55412000,0.0180
4403,1309,65,6,3,3,29471000,0.1018
4404,321,57,5,4,0,42469000,0.0000
4405,1477,35,3,4,14,63774000,0.2195
4406,610,81,7,5,0,5724000,0.0000
4407,1699,57,5,4,5,59249000,0.0844
4408,519,82,7,5,0,19604000,0.0000
4409,1382,54,5,3,0,22642000,0.0000
4410,1661,26,3,4,0,76477000,0.0000
4411,1781,71,6,2,0,14376000,0.0000
4412,636,20,2,1,6,81426000,0.0737
4413,1016,20,2,5,0,16016000,0.0000
4414,1545,89,8,3,9,36598000,0.2459
4415,607,6,1,4,3,26107000,0.1149
4416,1259,55,5,1,2,16489000,0.1213
4417,1819,62,6,3,0,6991000,0.0000
4418,1635,58,5,3,5,50085000,0.0998
4419,1737,52,5,4,1,31154000,0.0321
4420,96,64,6,2,13,34026000,0.3821
4421,1883,6,1,2,9,36672000,0.2454
4422,1648,37,4,3,1,23877000,0.0419
4423,1392,16,2,5,11,154440000,0.0712
4424,77,15,2,3,5,45148000,0.1107
4425,1903,25,3,1,2,39475000,0.0507
4426,1984,65,6,2,5,19972000,0.2504
4427,1141,86,8,4,3,6881000,0.4360
4428,876,67,6,2,10,11580000,0.8636
4429,411,8,1,4,2,27359000,0.0731
4430,1999,45,4,2,1,30596000,0.0327
4431,922,29,3,4,2,42393000,0.0472
4432,175,74,7,1,2,15135000,0.1321
4433,1404,56,5,1,2,91845000,0.0218
4434,720,74,7,3,3,36188000,0.0829
4435,311,49,5,4,7,40197000,0.1741
4436,71,84,7,2,2,28502000,0.0702
4437,587,82,7,3,8,36309000,0.2203
4438,69,38,4,4,0,15400000,0.0000
4439,21,2,1,4,12,41537000,0.2889
4440,1016,91,8,2,0,11588000,0.0000
4441,1402,47,4,1,1,56671000,0.0176
4442,1920,39,4,2,4,60135000,0.0665
4443,956,31,3,3,2,50260000,0.0398
4444,1120,26,3,4,1,7990000,0.1252
4445,448,68,6,5,3,31778000,0.0944
4446,673,21,2,5,3,30085000,0.0997
4447,5,49,5,3,5,82033000,0.0610
4448,888,26,3,4,5,58285000,0.0858
4449,1465,23,2,4,1,81546000,0.0123
4450,966,64,6,3,2,48952000,0.0409
4451,1414,69,6,5,7,36451000,0.1920
4452,148,44,4,2,5,40409000,0.1237
4453,1910,58,5,1,9,102824000,0.0875
4454,1896,75,7,2,1,39719000,0.0252
4455,180,83,7,5,7,66822000,0.1048
4456,53,74,7,1,1,29031000,0.0344
4457,1724,83,7,2,3,18689000,0.1605
4458,870,24,2,2,1,78334000,0.0128
4459,832,84,7,5,5,18229000,0.2743
4460,1875,52,5,1,9,60528000,0.1487
4461,1113,43,4,2,3,14984000,0.2002
4462,1566,35,3,1,5,54747000,0.0913
4463,1548,47,4,1,11,47570000,0.2312
4464,1919,71,6,5,0,26304000,0.0000
4465,1856,46,4,1,6,65745000,0.0913
4466,860,22,2,2,0,8767000,0.0000
4467,386,50,5,3,1,17051000,0.0586
4468,1722,34,3,2,5,17962000,0.2784
4469,304,41,4,5,4,91395000,0.0438
4470,1820,23,2,4,6,45241000,0.1326
4471,161,93,8,3,8,10105000,0.7917
4472,711,9,1,1,2,17817000,0.1123
4473,1660,53,5,4,1,11605000,0.0862
4474,173,17,2,3,13,180000000,0.0722
4475,839,19,2,3,8,88830000,0.0901
4476,1608,50,5,5,10,68733000,0.1455
4477,787,32,3,5,0,6914000,0.0000
4478,146,85,8,2,10,37068000,0.2698
4479,291,1,1,2,2,37602000,0.0532
4480,1722,34,3,3,2,43744000,0.0457
4481,1699,57,5,5,8,20199000,0.3961
4482,1633,59,5,5,0,20038000,0.0000
4483,793,44,4,3,5,46630000,0.1072
4484,633,33,3,3,1,20860000,0.0479
4485,744,88,8,3,1,21162000,0.0473
4486,460,13,2,3,1,16751000,0.0597
4487,558,83,7,2,0,25355000,0.0000
4488,1068,70,6,1,0,14803000,0.0000
4489,1345,48,4,3,2,49148000,0.0407
4490,1546,76,7,4,0,7469000,0.0000
4491,1857,16,2,4,1,26917000,0.0372
4492,1673,71,6,5,10,30888000,0.3238
4493,387,11,1,1,3,24521000,0.1223
4494,1206,5,1,3,6,58147000,0.1032
4495,1615,91,8,3,12,21451000,0.5594
4496,959,24,2,3,10,87825000,0.1139
4497,1608,13,2,4,8,149459000,0.0535
4498,105,65,6,1,7,43432000,0.1612
4499,1066,34,3,4,0,9287000,0.0000
4500,1919,71,6,2,0,13176000,0.0000
4501,369,75,7,3,1,31608000,0.0316
4502,35,51,5,3,7,12471000,0.5613
4503,792,23,2,3,7,35947000,0.1947
4504,1775,11,1,3,0,41102000,0.0000
4505,1646,85,8,3,8,55209000,0.1449
4506,232,41,4,4,3,15306000,0.1960
4507,302,76,7,1,1,24304000,0.0411
4508,795,75,7,4,1,39163000,0.0255
4509,376,1,1,2,6,52468000,0.1144
4510,1913,62,6,1,10,85547000,0.1169
4511,1314,31,3,3,1,24310000,0.0411
4512,709,39,4,3,5,76150000,0.0657
4513,1414,35,3,1,13,49839000,0.2608
4514,391,82,7,4,2,36771000,0.0544
4515,907,93,8,4,0,8707000,0.0000
4516,1556,64,6,4,1,21439000,0.0466
4517,314,65,6,4,5,20704000,0.2415
4518,1634,60,5,1,0,13670000,0.0000
4519,1669,91,8,5,0,3843000,0.0000
4520,1089,45,4,2,5,35684000,0.1401
4521,1878,52,5,1,0,33233000,0.0000
4522,1690,2,1,1,5,84833000,0.0589
4523,1940,40,4,2,0,55403000,0.0000
4524,956,31,3,4,2,23625000,0.0847
4525,248,60,5,4,2,60410000,0.0331
4526,910,40,4,4,6,47054000,0.1275
4527,590,64,6,2,5,29648000,0.1686
4528,1054,23,2,2,0,117186000,0.0000
4529,68,20,2,3,0,19699000,0.0000
4530,1436,50,5,2,0,5384000,0.0000
4531,168,47,4,4,1,16788000,0.0596
4532,515,95,8,1,0,18504000,0.0000
4533,289,63,6,2,5,27750000,0.1802
4534,3,96,8,5,0,24438000,0.0000
4535,713,5,1,1,3,20936000,0.1433
4536,1064,55,5,3,0,6081000,0.0000
4537,591,1,1,5,4,15609000,0.2563
4538,366,74,7,4,8,37851000,0.2114
4539,808,11,1,5,2,39890000,0.0501
4540,110,61,6,2,13,32959000,0.3944
4541,117,19,2,4,17,98336000,0.1729
4542,118,51,5,4,10,180000000,0.0556
4543,1852,79,7,1,2,31796000,0.0629
4544,466,13,2,2,0,42129000,0.0000
4545,1368,90,8,4,0,12389000,0.0000
4546,347,29,3,4,6,16478000,0.3641
4547,1610,1,1,4,10,22037000,0.4538
4548,172,36,3,2,4,9805000,0.4080
4549,831,69,6,2,6,33257000,0.1804
4550,109,59,5,1,3,43299000,0.0693
4551,878,89,8,5,3,11997000,0.2501
4552,393,57,5,3,1,16891000,0.0592
4553,522,1,1,4,5,50787000,0.0985
4554,860,84,7,3,0,4974000,0.0000
4555,348,39,4,4,9,42306000,0.2127
4556,1886,82,7,1,4,45651000,0.0876
4557,804,66,6,4,1,11823000,0.0846
4558,1276,66,6,2,3,19891000,0.1508
4559,128,61,6,5,0,9290000,0.0000
4560,447,41,4,4,1,19887000,0.0503
4561,1156,89,8,4,1,15288000,0.0654
4562,1922,28,3,1,2,15980000,0.1252
4563,288,65,6,4,2,25717000,0.0778
4564,165,31,3,4,0,10672000,0.0000
4565,822,55,5,3,3,40961000,0.0732
4566,1644,12,1,5,2,18476000,0.1082
4567,1936,81,7,2,0,19538000,0.0000
4568,1524,41,4,3,5,111942000,0.0447
4569,196,14,2,2,9,37769000,0.2383
4570,1541,23,2,3,2,33393000,0.0599
4571,82,84,7,2,0,33524000,0.0000
4572,616,53,5,2,0,26992000,0.0000
4573,1188,81,7,2,2,8961000,0.2232
4574,159,61,6,2,0,21933000,0.0000
4575,1059,59,5,4,1,43771000,0.0228
4576,222,44,4,3,5,33140000,0.1509
4577,791,71,6,4,1,99198000,0.0101
4578,1307,45,4,2,10,73095000,0.1368
4579,44,38,4,3,1,23168000,0.0432
4580,751,90,8,4,0,9728000,0.0000
4581,1642,15,2,3,1,51470000,0.0194
4582,1461,13,2,4,1,18111000,0.0552
4583,1857,46,4,2,6,14802000,0.4054
4584,396,86,8,5,0,20058000,0.0000
4585,1676,77,7,3,6,43377000,0.1383
4586,1141,86,8,3,0,13598000,0.0000
4587,366,74,7,5,6,26766000,0.2242
4588,1056,29,3,1,3,48711000,0.0616
4589,1055,87,8,5,9,17365000,0.5183
4590,1808,50,5,5,0,5336000,0.0000
4591,865,63,6,2,1,11232000,0.0890
4592,508,78,7,4,8,20124000,0.3975
4593,1353,26,3,1,2,24424000,0.0819
4594,1682,8,1,4,6,69232000,0.0867
4595,1916,10,1,5,0,10991000,0.0000
4596,150,49,5,1,3,20950000,0.1432
4597,1620,96,8,4,10,9282000,1.0774
4598,971,87,8,3,14,31899000,0.4389
4599,1089,45,4,4,2,33508000,0.0597
4600,1930,36,3,2,10,82949000,0.1206
4601,1961,6,1,4,1,23844000,0.0419
4602,1627,83,7,4,3,53966000,0.0556
4603,36,67,6,3,1,18177000,0.0550
4604,1054,23,2,3,0,46867000,0.0000
4605,730,55,5,3,0,43553000,0.0000
4606,646,61,6,4,1,36557000,0.0274
4607,378,29,3,2,3,29259000,0.1025
4608,1788,90,8,4,1,16762000,0.0597
4609,1064,55,5,4,2,19972000,0.1001
4610,1202,36,3,3,2,58540000,0.0342
4611,1691,68,6,2,0,9532000,0.0000
4612,48,3,1,4,2,42851000,0.0467
4613,1401,48,4,3,0,17564000,0.0000
4614,1426,59,5,2,7,25775000,0.2716
4615,884,89,8,4,1,14799000,0.0676
4616,751,90,8,3,0,15696000,0.0000
4617,1115,83,7,2,3,13463000,0.2228
4618,1507,40,4,3,0,44633000,0.0000
4619,781,59,5,3,11,44940000,0.2448
4620,63,26,3,3,4,50208000,0.0797
4621,907,93,8,5,0,10176000,0.0000
4622,331,19,2,1,0,7308000,0.0000
4623,170,17,2,4,2,15134000,0.1322
4624,420,73,7,2,0,13274000,0.0000
4625,1113,43,4,3,2,54411000,0.0368
4626,1932,49,5,2,0,61235000,0.0000
4627,781,59,5,2,10,39062000,0.2560
4628,322,35,3,4,8,66353000,0.1206
4629,1875,52,5,3,15,52896000,0.2836
4630,114,32,3,1,8,39693000,0.2015
4631,792,79,7,4,4,26703000,0.1498
4632,984,34,3,4,7,30801000,0.2273
4633,515,95,8,2,2,3807000,0.5253
4634,1274,26,3,2,6,56413000,0.1064
4635,728,14,2,5,5,55561000,0.0900
4636,1044,46,4,4,9,42675000,0.2109
4637,1844,75,7,3,2,20999000,0.0952
4638,279,93,8,3,2,6794000,0.2944
4639,711,9,1,3,6,30988000,0.1936
4640,778,13,2,3,1,22153000,0.0451
4641,1576,9,1,3,2,60952000,0.0328
4642,214,9,1,2,10,49928000,0.2003
4643,867,75,7,4,4,18218000,0.2196
4644,485,42,4,5,0,33966000,0.0000
4645,359,60,5,3,0,21333000,0.0000
4646,1704,42,4,1,5,49960000,0.1001
4647,1820,23,2,3,3,47739000,0.0628
4648,1298,63,6,2,4,35968000,0.1112
4649,285,35,3,4,13,93081000,0.1397
4650,746,89,8,2,4,5657000,0.7071
4651,1790,90,8,2,0,8627000,0.0000
4652,171,96,8,5,1,11251000,0.0889
4653,505,19,2,1,3,25494000,0.1177
4654,1025,30,3,4,4,45501000,0.0879
4655,1296,18,2,4,5,81492000,0.0614
4656,17,91,8,5,2,14513000,0.1378
4657,1198,72,6,4,2,19242000,0.1039
4658,1505,25,3,2,6,31896000,0.1881
4659,661,63,6,2,14,104181000,0.1344
4660,596,2,1,3,1,27127000,0.0369
4661,1366,35,3,4,13,126465000,0.1028
4662,1133,70,6,3,0,6001000,0.0000
4663,1270,59,5,1,8,44432000,0.1801
4664,874,90,8,3,6,9400000,0.6383
4665,207,15,2,1,2,20673000,0.0967
4666,479,58,5,4,0,28724000,0.0000
4667,1576,44,4,2,6,33005000,0.1818
