PerformanceID,PlayerID,ClubID,LeagueID,SeasonID,PositionID,MarketValueEUR,WageEUR,Matches,MinutesPlayed,Goals,Assists,xG,xA,PassAccuracy,KeyPasses,TacklesWon,Interceptions,DefensiveDuelsWon,Shots,ShotsOnTarget,DribblesCompleted,ProgressivePasses,ProgressiveCarries,GoalContribution,GoalValueRatio,PerformanceScore
3393,245,17,2,3,10,12201000,4310,22,1334,0,0,0,0.17,72.7,0.35,0.21,0.14,6.3,0,0,0,3.92,0.05,0,0,11.2
3394,873,22,2,4,4,69923000,14350,24,2062,4,5,5.06,4.97,80.8,1.09,2.13,0.88,66.5,1.98,45.4,2.43,6.38,5.11,9,0.0000000572,59.9
3395,108,27,3,2,9,20108000,8380,15,1350,1,1,2.05,0.37,76.8,0.75,1.62,0.74,52.9,1.36,19.7,0.54,5.33,1.65,2,0.0000000497,25.37
3396,882,27,3,1,2,52331000,14580,31,2502,8,3,8.75,2.29,75.9,2.12,0.71,0.34,50.3,3.65,34.6,0.25,2.25,4.76,11,0.0000001529,65.59
3397,1135,1,1,3,5,42115000,17650,30,1981,4,8,3.44,9.3,96,2.61,2.56,1.35,73.1,2.51,40.3,2.39,5.16,4.69,12,0.000000095,75.13
3398,754,31,3,1,3,37963000,16720,20,1561,4,3,6.14,1.61,85.7,1.59,0.18,0.5,45.7,4.52,53.3,2.74,0.74,4.18,7,0.0000001054,44.52
3399,1692,84,7,2,5,38358000,15510,38,2304,1,5,1.01,6.18,78,1.79,2.47,1.71,52.6,1.81,30.8,1.29,4.35,6.49,6,0.0000000261,50.28
3400,1374,15,2,3,10,38839000,11480,36,3186,0,0,0,0,78.1,0.35,0.13,0.47,39.4,0,0,0,3.93,0.18,0,0,19.01
3401,121,36,3,2,8,28893000,10670,38,2583,2,1,2.48,1.26,81.9,0.11,2.78,0.83,57.4,0,0,1.12,4.87,1.86,3,0.0000000692,34.29
3402,1595,13,2,2,6,17701000,2810,32,2880,1,5,2.91,4.95,85.4,3.18,1.65,2.21,35.5,1.66,34,1.59,3.8,6.96,6,0.0000000565,53.72
3403,1652,72,6,3,6,35710000,13200,30,2700,8,8,8.65,8.34,62.7,2.1,1.74,1.66,57.5,2.7,32.6,1.22,2.36,3.56,16,0.000000224,88.05
3404,616,53,5,4,9,23903000,9610,36,3240,1,2,2,2.69,86.1,0.81,2.07,2.18,53.4,0.67,15.6,0.44,2.45,3.45,3,0.0000000418,37.97
3405,721,2,1,3,6,108455000,27980,29,2610,4,8,3.59,7.72,82,1.01,1.54,1.38,69,2.45,43.5,0.51,9.31,2.85,12,0.0000000369,73.97
3406,389,95,8,3,5,17068000,6470,19,1585,3,5,4.39,6.19,80.8,1.76,2.22,1.16,52.3,2.08,40.8,2.98,3.26,4.29,8,0.0000001758,53.36
3407,1132,61,6,5,1,9799000,2880,10,686,3,2,5.58,3.88,79.4,2.12,1.08,0.41,29.5,2.06,47.9,0.82,2.68,3.75,5,0.0000003062,35.32
3408,1261,77,7,3,10,11863000,4490,23,1326,0,0,0,0,74.9,0.27,0.21,0.07,29,0,0,0,4.67,0.32,0,0,12.27
3409,1790,90,8,3,8,13576000,3130,22,1538,1,2,1.16,2.67,79.6,0.5,2.41,1.93,56.6,0,0,0.76,6.72,1.56,3,0.0000000737,32.9
3410,485,42,4,3,8,28025000,6600,27,2367,0,3,0,2.9,83.5,1.21,3.73,1.74,56.9,1.37,32.1,0.16,2.52,2.23,3,0,36.53
3411,533,46,4,2,5,30573000,6640,10,812,1,2,2.7,1.72,79.8,2,2.06,1.35,50.5,1.28,32.4,1.67,5.31,3.64,3,0.0000000327,31.78
3412,993,40,4,4,6,20360000,5120,16,1247,4,2,4.76,1.98,77.1,1.63,1.7,2.04,52.3,1.45,30.5,2.34,9.79,5.07,6,0.0000001965,47.94
3413,543,40,4,2,8,20680000,7270,25,1883,0,1,0.38,1.42,88.6,1.23,3.04,1.76,46,1.76,59.2,0.88,6.18,1.32,1,0,27.44
3414,522,1,1,1,5,55909000,9860,14,1260,0,2,0,1.95,88.5,3.05,1.85,2.82,43.6,1.81,43.6,1.94,6.6,4.53,2,0,33.68
3415,1587,26,3,4,1,7277000,1650,6,474,2,0,3.11,0.77,78.4,1.41,0.36,0.68,41.2,3.56,51.7,0.9,2.25,2.85,2,0.0000002748,20.65
3416,646,61,6,2,7,47502000,16960,32,2650,0,3,0.21,2.88,78.8,1.35,2.71,1.89,53.4,0.56,49.4,0.45,5.11,0.74,3,0,36.85
3417,1954,74,7,4,9,67763000,25530,35,2832,1,3,1.22,2.5,74,0.03,3.37,2.01,51.6,0.41,37.1,0.39,1.5,2.62,4,0.0000000148,39.25
3418,571,47,4,1,7,20376000,9030,21,1813,0,1,0.57,0.52,86.6,0.55,2.57,1.64,32.8,0.61,35.7,0.05,3.63,3.4,1,0,24.75
3419,1542,71,6,3,1,97657000,29130,28,2352,7,6,7.22,6.87,80.9,1.74,0.1,0.38,54.6,3.95,46.5,3.95,1.58,3.57,13,0.0000000717,71.28
3420,900,55,5,2,1,27214000,8500,14,979,4,2,6.9,2.4,80.8,1.23,0.6,0.33,33.5,1.01,38.3,1.81,0.64,1.96,6,0.000000147,36.57
3421,1531,8,1,1,10,24516000,8680,21,1546,0,0,0,0.22,78.4,0,0.07,0.22,13.8,0,0,0,3.08,0.28,0,0,11.52
3422,1115,83,7,4,6,31059000,5190,29,2180,0,3,1.68,3.49,88.4,2.79,2.07,0.79,57.6,1.81,37.1,2.53,8.46,4.5,3,0,39.51
3423,375,6,1,3,10,26445000,8180,24,2048,0,0,0,0.14,78.7,0.17,0,0.56,40.4,0,0,0,2.29,0.38,0,0,14.24
3424,425,45,4,3,5,44726000,11450,18,1620,5,4,4.83,6.02,80.9,2.11,1.74,1.33,44.4,2.41,32.4,4.3,5.56,3.71,9,0.0000001118,58.26
3425,1646,85,8,4,1,30483000,8170,35,3150,14,5,14.62,4.89,79.4,2.9,0.72,0.59,53.9,5.34,31.3,2.45,2.91,3.44,19,0.0000004593,101.18
3426,328,6,1,3,9,27166000,9010,22,1321,1,2,0.63,1.61,75.3,1.21,2.3,3.61,55.5,0.58,34.3,1.02,3.65,0.84,3,0.0000000368,32.99
3427,1636,59,5,1,10,6633000,1680,18,1620,0,0,0,0.49,74,0.34,0.05,0.24,64.4,0,0,0,3.32,0.13,0,0,13.61
3428,1688,8,1,4,9,21845000,8660,38,2866,1,2,0.35,1.66,86.3,0.87,1.57,2.52,54.3,0.47,40.7,0.95,5.6,3.1,3,0.0000000458,38.06
3429,208,29,3,2,10,29719000,13230,26,2227,0,1,0,0.88,72.8,0.38,0.07,0.31,40.5,0,0,0,3.2,0.28,1,0,19.04
3430,100,16,2,5,6,34558000,12540,19,1480,2,2,4.14,2.16,83.9,1.61,1.67,1.77,40,1.92,23.1,0.75,4.46,5.81,4,0.0000000579,38.01
3431,1180,51,5,2,10,13253000,3190,28,1779,0,0,0,0.31,84.4,0.15,0.11,0.33,40.3,0,0,0,1.18,0.05,0,0,12.73
3432,10,89,8,5,3,27868000,6000,33,2839,9,4,8.95,4.04,78.2,1.01,0.54,0.49,50,3.43,32.3,2.01,3.17,3.02,13,0.000000323,72.72
3433,281,25,3,1,9,39015000,8580,38,3420,1,2,1.41,1.82,82.3,0.93,1.14,1.68,43.5,0.13,38.2,0,4.43,1.47,3,0.0000000256,36.55
3434,1893,6,1,1,4,65642000,21030,38,2884,2,4,1.6,4.59,79.2,1.77,1.79,1.68,46.5,1.49,34.2,0.16,4.45,3.33,6,0.0000000305,49.68
3435,1769,81,7,5,9,9534000,2590,23,2066,0,1,0.95,1.32,94.3,1.5,1.71,0.42,47.8,0.55,26.9,0.97,4.89,0.42,1,0,24.5
3436,1781,71,6,1,10,23345000,9140,31,2790,0,0,0,0.03,83,0.3,0.06,0.57,34.7,0,0,0,2.8,0.14,0,0,17.17
3437,1790,90,8,4,8,28124000,6510,19,1509,0,2,0.05,2.17,77.5,0.72,2.42,0.97,60.5,0.54,36.3,0.08,6.15,1.55,2,0,27.72
3438,1108,49,5,2,9,9258000,2170,24,1530,2,0,2.4,0.21,76.5,0.51,1.77,1.95,67.6,0.03,49.5,1.13,5.2,1.47,2,0.000000216,27.52
3439,1304,66,6,1,9,10195000,3320,34,2420,2,0,2.39,0.44,85.9,0.39,3.82,1.74,67.4,0,0,0,7.56,0.6,2,0.0000001962,33.72
3440,835,65,6,1,5,30365000,6780,37,2477,3,8,5.02,9.55,71.4,3.79,1.3,1.56,46,1.9,50.1,2.12,4,4.61,11,0.0000000988,70.63
3441,1183,69,6,1,6,20276000,5350,36,2947,1,8,0.16,9.71,72.4,1.51,1.03,1.92,47.3,3.07,37.4,2.13,6.77,0.6,9,0.0000000493,60.35
3442,1044,66,6,1,1,24007000,10110,17,1530,4,3,4.8,2.88,68.5,1.63,0.31,0,56.3,3.39,48.4,1.57,2.14,1.1,7,0.0000001666,42.65
3443,685,54,5,3,1,72045000,17120,35,1680,6,8,8.35,9.75,77.4,0.5,0.47,0.69,51.7,2.6,55.4,5.66,1.9,2.88,14,0.0000000833,71.55
3444,624,54,5,4,10,15305000,2620,28,2506,0,0,0,0.14,83.1,0.14,0.1,0.68,29.4,0,0,0,4.79,0.29,0,0,17.08
3445,1072,13,2,5,4,13440000,2600,25,2077,0,1,2.6,0.67,75.9,1.08,1.6,1.27,55.5,2.57,30.5,1.38,3.22,5.66,1,0,25.89
3446,1851,40,4,5,5,55923000,12930,22,1314,3,4,3.32,4.78,80.3,3.34,1.89,0.83,63,1.5,23.6,2.18,5.6,4.7,7,0.0000000536,51.71
3447,1476,20,2,4,6,55347000,16480,29,2610,8,5,6.99,5.21,78.5,1.43,2.7,0.9,51.3,1.17,45.8,2.04,4.98,4.06,13,0.0000001445,77.15
3448,1786,37,4,5,7,85934000,19190,25,2133,2,2,2.09,1.85,79.5,0.14,3.48,3.1,54.5,0.99,47.8,0.22,4.31,0.81,4,0.0000000233,39.39
3449,1932,49,5,3,7,11382000,2770,24,1554,0,2,0.59,1.96,76.8,0.73,0.57,2.93,71,0.62,46.9,1.06,5.32,0.43,2,0,27.32
3450,960,72,6,5,6,28178000,6460,27,1781,4,8,5.23,8.89,74.1,2.49,1.8,0.54,34.5,1.84,23.8,2.48,4.69,3.94,12,0.000000142,69.53
3451,22,65,6,1,1,22710000,4470,15,991,6,1,8.43,0,78.1,2.14,0.71,0.73,44.1,5.78,41.3,0,3.28,4.34,7,0.0000002642,45.28
3452,1858,86,8,2,10,17704000,6420,34,2145,0,0,0,0.01,79.9,0.21,0.33,0.56,29.2,0,0,0,1.01,0.12,0,0,13.97
3453,72,81,7,4,4,20364000,7290,24,1908,4,2,3.94,3.13,74.3,2.16,1.69,2,37.6,0.95,39.3,3.78,2.41,5.65,6,0.0000001964,46.9
3454,1161,63,6,2,4,29051000,9340,22,1950,1,3,2.52,3.86,81.8,1.53,2.82,1.72,59.8,1.29,32.1,2.27,8.28,3.47,4,0.0000000344,42
3455,1777,28,3,4,7,17126000,4200,21,1206,0,0,0.14,0.07,85.7,0.14,2.89,1.5,35.1,0.44,38.1,0.25,6.28,2.1,0,0,19.03
3456,367,70,6,2,5,11425000,1890,19,1710,4,3,4.12,2.62,81,3.02,0.94,0.88,69.8,2.91,29.8,2.64,6.53,6.19,7,0.0000003501,52.92
3457,932,78,7,3,7,41753000,11280,38,2491,4,3,4.45,2.9,82.8,1.2,1.44,1.33,57.4,0.28,34.3,0.84,3.17,1.7,7,0.0000000958,49.72
3458,31,35,3,4,9,10458000,3790,13,1098,1,0,1.35,0.08,91.3,0.03,0.2,1.96,76.9,1.06,58.1,1.14,4.15,2.84,1,0.0000000956,20.66
3459,1695,70,6,1,2,3863000,830,12,559,1,3,2.36,2.39,71.1,1.27,0.06,1.02,64.2,3.33,41,3.63,2.59,2.66,4,0.0000002589,29.17
3460,621,19,2,2,1,29793000,7400,14,1062,5,1,5.06,0.1,76.9,1.09,0.33,0.6,53.8,3.23,42.1,3.03,0.44,0.5,6,0.0000001678,36.22
3461,1618,10,1,2,5,29749000,8730,20,1477,2,2,2.99,3.29,82.9,1.89,1.57,1.61,73.5,0.1,45.6,1.92,4.54,5.44,4,0.0000000672,38.91
3462,1677,59,5,3,7,28093000,11710,29,1879,1,0,1.18,0.74,84.1,0.79,1.38,1.74,73.4,0.99,36.5,1.08,3.34,2.12,1,0.0000000356,24.33
3463,910,40,4,3,2,109692000,48220,24,2073,8,6,7.41,5.14,81,0.94,1.51,0.33,46.3,2.29,37.1,1.18,0.13,4.3,14,0.0000000729,74.18
3464,527,87,8,1,9,11132000,2680,26,2325,1,0,1.66,0.5,80.6,0.45,2.14,0.76,64.1,1,32.3,1.81,2.59,1.28,1,0.0000000898,23.79
3465,1072,13,2,1,4,105057000,29430,23,1385,3,3,5.11,2.92,83.2,1.8,1.7,1.02,44.9,0.1,30.7,1.48,5.99,4.74,6,0.0000000286,45.45
3466,737,54,5,4,3,42103000,10040,38,3365,12,6,9.87,5.92,87.4,1.67,0.46,0.26,47.5,3.14,34.6,1.42,2.82,4.02,18,0.000000285,95.8
3467,563,89,8,4,2,9575000,2800,11,990,4,0,6.11,1.86,80,1.3,0.58,0.72,64.6,4.83,48.6,2.83,1.07,2.78,4,0.0000004178,30.67
3468,1533,83,7,5,5,35633000,13950,30,2700,3,4,2.34,5.51,83.7,3.31,2.72,1.66,57.9,1.33,34.7,1.21,4.03,1.88,7,0.0000000842,56.1
3469,1936,81,7,5,10,6525000,1130,21,1370,0,0,0,0.03,78,0.15,0.09,0.3,35.1,0,0,0,2.7,0.33,0,0,11.73
3470,442,27,3,1,3,141733000,60790,30,1854,11,6,12.61,5.23,73.7,1.44,0.83,0.18,57.8,3.25,31.7,2.09,0.29,2.07,17,0.0000000776,84.15
3471,1773,94,8,1,9,13614000,2220,33,2169,0,1,0,0.37,78.9,1.66,1.4,1.81,52.5,0.54,36.3,0.52,4.3,1.93,1,0,26.21
3472,107,55,5,3,1,22041000,5040,28,1997,6,3,5.4,2.5,80.7,0.79,0,0.14,36.3,4.07,31,2.54,5.04,3.15,9,0.0000002722,53.23
3473,189,82,7,1,1,21502000,7110,26,1606,7,1,9.61,2.59,74.3,1.05,1.16,0.71,49.2,3.36,46.3,3.75,2.26,5.07,8,0.0000003256,50.03
3474,1555,22,2,5,10,21971000,6150,28,2285,0,0,0,0.09,80.7,0.12,0.02,0.51,19,0,0,0,3.75,0.22,0,0,15.02
3475,305,4,1,1,2,43952000,19660,30,2082,11,2,10.91,4.25,78.4,1.22,0.27,0.21,43.3,3.74,18.2,2.95,2.14,4.35,13,0.0000002503,69.81
3476,1718,83,7,5,8,70358000,30840,27,2430,0,1,0.47,1.26,86.9,1.06,2.22,0.98,74.5,0.68,45.8,0.33,6.9,2.3,1,0,28.71
3477,1031,79,7,3,2,7232000,3000,15,991,8,4,6.99,6.22,79.5,0.86,1.02,0.44,53.8,3.71,54.6,1,1.23,1.49,12,0.0000011062,61.29
3478,359,60,5,4,10,22008000,8500,19,1153,0,0,0,0.17,83.1,0.36,0.28,0.1,20.4,0,0,0,3.89,0.1,0,0,11.6
3479,148,44,4,3,6,38555000,7460,30,2202,1,4,2.29,4.75,74.9,2.35,1.18,0.82,41.2,1.62,30.8,1.24,3.64,2.91,5,0.0000000259,41.52
3480,1620,96,8,2,2,43559000,10800,27,2430,7,2,7.94,2.29,73.6,1.9,0,0.49,50.4,1.69,39.8,2.66,2.62,2.98,9,0.0000001607,55.53
3481,1911,3,1,3,8,48367000,21720,30,2221,2,1,1.66,1.7,78.6,0.46,2.45,2.71,66.7,0.82,34.5,0.27,2.88,1.18,3,0.0000000414,34.25
3482,451,90,8,1,5,12363000,3740,32,2239,5,4,3.75,4.87,73.4,3.78,1.86,1.82,55.2,1.79,36.9,0.68,7.62,2.36,9,0.0000004044,63.87
3483,1066,42,4,1,10,39237000,11230,24,1644,0,0,0,0.2,82.9,0.18,0.36,0.07,53.7,0,0,0,1.62,0.49,0,0,13.08
3484,16,24,2,3,8,16156000,4060,19,1451,0,1,1.02,0.74,83.4,0.93,1.41,2.4,58.6,0.8,50.2,0.63,1.46,1.68,1,0,22.3
3485,734,92,8,1,6,75344000,23590,37,2562,6,9,6.56,9.98,79.7,3.22,1.91,0.5,56.2,2.56,33.1,0,4.16,1.09,15,0.0000000796,84.56
3486,1123,38,4,4,5,88218000,35770,34,2560,4,9,3.02,10.91,83.8,3.53,1.98,1.48,45.5,0.1,46.7,2.36,6.14,0.87,13,0.0000000453,79.04
3487,320,11,1,1,2,93022000,40340,32,2771,12,3,14.23,1.8,74.5,2.63,0.71,0.5,34.1,1.47,31.8,2.55,1.09,2.1,15,0.000000129,80.98
3488,1213,43,4,4,1,49491000,16770,23,1653,8,2,8.43,4.05,80.1,0.5,0.12,0.65,24.2,4.08,49.7,1.94,5.22,2.7,10,0.0000001616,55.88
3489,287,43,4,1,3,27635000,9290,19,1273,3,1,4.03,2.15,71.5,1.47,0.62,0.17,46.5,4.39,45.6,2.84,2.2,4.87,4,0.0000001086,31.9
3490,1471,64,6,5,8,10969000,4890,19,1208,2,2,2.05,2.44,89.2,0.62,1.73,2.2,56.2,0.65,50.6,2.46,3.91,2.33,4,0.0000001823,34.94
3491,1140,22,2,4,10,29580000,4710,33,2970,0,0,0,0.18,77.8,0.04,0.05,0.32,52.8,0,0,0,2.57,0.2,0,0,17.26
3492,1326,92,8,3,8,6358000,2110,27,2291,1,0,1.83,0,83.6,0.19,2.73,1.54,58.9,0.71,37.9,0.35,6.29,1.2,1,0.0000001573,26.74
3493,421,76,7,1,3,65746000,21940,29,2610,11,3,13.11,3.04,82.1,1.29,1.04,0.31,46.3,3.04,46.8,0.91,4.77,2.72,14,0.0000001673,77.49
3494,1985,37,4,5,7,59430000,22650,32,2555,1,2,1.5,1.87,76.8,1.55,2.73,1.8,61.7,0.26,43.1,0.35,4.04,1.76,3,0.0000000168,36.87
3495,1234,40,4,5,8,18444000,7080,15,1216,0,0,0.58,0,95.3,1.78,1.05,1.71,48.1,0.67,28.3,1.03,3.04,2.5,0,0,19.01
3496,1938,1,1,4,4,61712000,16060,30,2255,4,7,2.45,6.49,81.4,2.29,1.79,2.35,72.2,2.49,43.2,2.47,3.27,2.47,11,0.0000000648,69.03
3497,627,49,5,1,2,38073000,9830,21,1884,4,5,5.31,5.73,82.2,1.37,1.07,0.34,69.9,0.75,35.7,0.68,1.63,2.37,9,0.0000001051,54.23
3498,1558,73,7,4,4,7081000,1150,18,1190,1,5,1.61,5.99,89.3,1.14,2.08,0.77,61.4,0.99,48.6,2.9,3.48,5.19,6,0.0000001412,43.74
3499,476,86,8,4,7,3537000,940,27,1764,1,2,0.46,2.02,84.6,1.22,3.12,0.8,57.5,0,0,1.75,6.28,2.25,3,0.0000002827,34.63
3500,399,58,5,3,4,80904000,17460,23,1611,3,4,5.28,3.66,90.1,2.13,2.45,0.03,44.1,0.63,27.2,2.4,4.17,4.31,7,0.0000000371,49.61
3501,223,83,7,4,3,33014000,9090,29,1943,10,5,11.78,4.06,73.8,0.87,0.45,0.36,46.9,0.86,32.2,0.25,2.4,1.68,15,0.0000003029,75.89
3502,965,84,7,5,6,43583000,7400,37,2660,6,5,6.47,7.23,82.9,1.58,2.02,0.81,57.7,2.35,27.3,1.31,6.07,5.13,11,0.0000001377,70.11
3503,543,40,4,4,8,36231000,9530,32,2799,1,0,0.95,0.08,73.7,1.06,2.94,3.43,32.5,0.91,44.6,0.93,4.08,2.68,1,0.0000000276,30.6
3504,1738,85,8,2,10,6045000,1600,24,1268,0,1,0,1.26,85.9,0.23,0.08,0.28,36.1,0,0,0,2.41,0.5,1,0,15.84
3505,115,15,2,3,7,62644000,19160,25,2030,2,3,2.46,2.93,81.1,0.49,2.65,3,67.2,0.38,30.3,0,0,3.3,5,0.0000000319,42
3506,1712,40,4,3,2,17667000,6320,13,1149,7,1,10.07,2.11,71.5,0.7,0.46,0.56,25,3.39,35.5,2.98,2.78,3.01,8,0.0000003962,45.32
3507,1324,80,7,1,5,12815000,2030,29,1713,5,7,3.85,8.14,79.4,1.55,1.44,1.74,66.5,2.11,38.2,1.82,4.27,4.75,12,0.0000003902,70.33
3508,547,40,4,1,7,25312000,8110,24,1957,1,3,0.74,2.64,75,0.54,1.15,1.56,61.8,0.56,24.8,0.02,1.82,2.52,4,0.0000000395,34.36
3509,709,39,4,1,5,64125000,20140,32,1950,4,1,5.48,4.01,92.1,2.22,3.02,1.4,36.7,1.74,42.6,1.8,3.73,3.18,5,0.0000000624,44.29
3510,1865,37,4,3,9,60133000,26860,29,2217,1,0,2.16,0.66,69.8,0.4,2.87,1.08,70.7,0.86,28.1,1.35,4.5,1.32,1,0.0000000166,25.25
3511,1195,92,8,2,4,10034000,2700,26,2189,2,7,3.98,8.76,82.5,2.59,2.47,1.29,68.4,0.89,55.1,2.38,5.7,2.41,9,0.0000001993,61.93
3512,1104,95,8,2,1,14458000,2760,26,1500,10,1,10.57,1.34,78.4,1.14,0.55,0.17,45.2,5.15,19.5,2.46,4.23,1.68,11,0.0000006917,59.81
3513,518,85,8,4,8,9595000,3020,20,1466,0,0,0.42,0,68.9,0.08,1.23,2.17,73.5,0.37,56.9,0.27,3.38,2.69,0,0,17.77
3514,798,28,3,2,5,41321000,6520,30,2283,6,5,5.78,4.54,72.9,2.23,1.66,1.48,56,2.45,40.4,1.57,4.57,5.19,11,0.0000001452,68.93
3515,816,64,6,2,8,14262000,3430,25,2015,0,1,0.39,1.89,83.8,0.15,2.36,2.56,50.9,0.84,34.4,0,6.89,0.32,1,0,26.17
3516,194,57,5,4,2,101519000,38530,29,2610,8,3,10.43,4.14,83.6,0.87,1.24,0.3,48.9,3.07,33.2,4.15,3.11,1.99,11,0.0000000788,64.05
3517,589,28,3,1,5,32680000,12750,20,1800,2,5,3.23,5.99,91.9,0.83,2.07,1.14,58.6,1.52,58.9,0.78,7.21,3.19,7,0.0000000612,50.65
3518,1087,24,2,5,4,18954000,7970,12,782,2,2,2.72,3.13,82.4,1.99,2.05,1.6,54.4,2.03,28,2.09,1.78,4.39,4,0.0000001055,34.81
3519,485,68,6,2,8,4710000,2110,7,542,0,1,0.19,1.18,74.1,0.75,1.28,1.87,66.4,0,0,0.26,3.14,1.12,1,0,18.54
3520,349,22,2,3,9,16872000,5590,21,1125,1,2,0.93,2.28,76.8,0,1.51,1.49,62.6,0.24,37.3,0.12,1.5,1.82,3,0.0000000593,26.73
3521,492,67,6,5,6,7047000,1540,12,1045,0,3,0.99,1.94,77,3.94,1.19,2.39,70.6,1.82,45.8,2.21,5.68,0.77,3,0,34.88
3522,225,53,5,4,10,35703000,15150,27,1893,0,0,0,0,72.2,0.08,0,0.05,43.2,0,0,0,6.47,0.11,0,0,14.69
3523,1483,31,3,2,10,19365000,4620,21,1417,0,1,0,1.1,77.7,0.13,0.01,0.15,47.4,0,0,0,5.33,0.09,1,0,17.13
3524,641,36,3,2,9,20465000,6350,36,3001,0,2,0.6,2.83,85.3,0,2.85,2.74,39.7,0.7,39.9,0.87,7.07,0,2,0,33.7
3525,237,63,6,4,9,32452000,14530,23,1548,1,1,1.89,1.8,82,0.26,0.97,2.54,60.5,1.03,28.4,0.52,3.8,3.72,2,0.0000000308,27.44
3526,440,44,4,2,7,46069000,8450,25,1711,1,2,1.33,2.35,71.5,1.53,2.36,1.93,68.1,1.01,23.9,0.41,8.01,1.75,3,0.0000000217,35.64
3527,754,31,3,4,3,63646000,14320,31,2790,10,6,9.97,6.58,79,1.77,0.39,0.29,44.7,3.88,44,0.58,4.04,2.75,16,0.0000001571,85.46
3528,759,20,2,4,8,111810000,27140,19,1526,2,2,2.21,2.57,79.4,1.28,2.73,1.62,66.6,1.12,38.2,0.87,6.72,0,4,0.0000000179,37.55
3529,843,63,6,4,5,18415000,7730,21,1184,2,5,2.82,5.93,88.5,1.55,1.84,0.59,49.5,3.27,40,1.44,5.94,3.42,7,0.0000001086,47.78
3530,1442,38,4,4,7,19209000,6130,29,2175,1,1,1.36,1.74,86.2,1.31,1.84,1.89,66.9,0.62,18,1.91,3.64,2.68,2,0.0000000521,31.17
3531,1770,11,1,1,8,32983000,8540,26,1708,0,1,1.03,1.5,86.6,1.11,2.79,0.6,64.9,1.01,36.1,1.62,6.28,1.51,1,0,25.6
3532,745,7,1,2,7,24279000,6910,16,1250,1,0,1.33,0,76.9,0,2.66,2.94,57.4,0.31,38.2,0.43,4.45,2.08,1,0.0000000412,23.72
3533,1234,40,4,3,8,18967000,6770,19,1475,1,0,0.31,0.7,84.3,0,3.08,1.19,81.6,0.72,17.3,1.25,6,2.8,1,0.0000000527,25.1
3534,1935,33,3,4,8,13391000,5870,26,1682,0,2,0.43,1.76,77.9,0.8,2.09,2.03,60.2,0.05,26.6,0.71,2.58,1.92,2,0,27.7
3535,692,39,4,2,2,41002000,12520,16,1275,9,2,7.8,2.93,80.4,0.3,0.67,0.38,50.2,2.84,34.9,2.14,4.05,5.58,11,0.0000002195,60.3
3536,1444,31,3,4,3,34575000,15480,26,1921,10,5,10.8,6.52,82.9,0.61,0.74,0.55,63.1,3,46.6,1.45,4.43,3.58,15,0.0000002892,78.91
3537,663,48,4,2,7,39956000,9400,20,1494,0,2,1.47,1.59,82.9,1.02,2.27,0.95,68.5,1.15,54.9,1.14,4.98,3.28,2,0,28.7
3538,1762,40,4,2,6,56940000,10850,32,2490,4,5,4.9,7.04,80.1,3.51,1.57,1.35,35.4,2.89,45.5,0.67,5.72,6.65,9,0.0000000702,64.32
3539,1385,81,7,4,3,97319000,20390,35,2198,9,9,10.56,9.37,78.4,1.62,0.95,0.07,32.5,3.36,39.3,3.09,1.16,2.34,18,0.0000000925,89.63
3540,1208,16,2,3,4,42814000,14480,21,1703,3,2,4.4,2.32,83.4,2.2,1.32,1.03,61.3,2.04,24.6,1.89,7.13,4.26,5,0.0000000701,43.5
3541,1495,56,5,2,8,10526000,4690,21,1193,1,1,1.81,1.03,82.7,1.29,3.63,3.11,62.1,0.85,35.2,0.77,6,1.96,2,0.000000095,31.98
3542,672,19,2,3,9,42803000,8920,13,977,1,1,1.15,1.61,77.1,1.33,2.19,1.94,81,0.85,48.5,0.3,4.52,2.63,2,0.0000000234,28.07
3543,1578,17,2,3,4,77758000,11760,20,1800,2,5,1.7,4.43,80.2,2.05,1.19,1.11,58.9,2.08,36.1,2.24,6.82,2.36,7,0.0000000257,50.2
3544,1203,71,6,1,1,16419000,5940,20,1226,5,0,4.98,1.56,84.1,2.35,0.49,0.24,40,2.89,58.1,1.04,4.91,2.19,5,0.0000003045,37.44
3545,1795,83,7,5,6,13001000,4720,25,1685,3,3,2.28,3.26,65.3,3.62,2.96,1.58,46.9,1.87,55.9,1.38,3.59,4.13,6,0.0000002308,49.03
3546,1079,55,5,4,8,59486000,15640,25,2250,2,1,1.58,0.93,72.6,0,2.89,0.25,63.2,0,0,0.4,4.02,2.23,3,0.0000000336,31.92
3547,751,90,8,2,10,6665000,1110,22,1423,0,0,0,0,72.5,0.21,0,0.19,31.1,0,0,0,2.94,0.05,0,0,11.34
3548,198,22,2,3,6,59551000,10980,37,3330,4,11,3.24,10.12,72.9,3.02,1.1,3.09,61.7,1.96,58.7,1.6,6.02,4.07,15,0.0000000672,91.2
3549,1347,55,5,3,1,41298000,9830,30,2219,7,5,9.54,5.49,73.4,0,0,0.03,38.6,5.29,25.8,0.22,0.98,2.26,12,0.0000001695,61.88
3550,1289,39,4,4,5,104693000,20950,22,1639,1,6,1.64,5.88,90.3,2.93,1.68,1.53,46.4,1.17,34.1,1.82,5.32,2.04,7,0.0000000096,51.3
3551,793,70,6,4,3,19093000,4180,20,1800,4,6,7.33,7.02,75.8,0.63,0,0.1,58.6,3.3,38.5,1.76,2.85,4.04,10,0.0000002095,56.06
